Training Metrics,,,
Variable: 行人侧,MAE: 1.3182466855112652e-05,RMSE: 2.278367113723875e-05,R2: 0.9109022357506602
Variable: 呼吸高,MAE: 8.840466863084921e-06,RMSE: 1.2451485412548949e-05,R2: 0.8902247404513173
Variable: 驾驶员,MAE: 3.4949188359930674e-05,RMSE: 4.4197017439271554e-05,R2: 0.6054355746687381
,,,
Testing Metrics,,,
Variable: 行人侧,MAE: 1.743492390482759e-05,RMSE: 3.035271229416421e-05,R2: 0.806214982431009
Variable: 呼吸高,MAE: 1.1069052827586207e-05,RMSE: 1.5737004446629563e-05,R2: 0.7990833500691882
Variable: 驾驶员,MAE: 3.8272210073655176e-05,RMSE: 4.7952962660534415e-05,R2: 0.5253804860613303
