Training Metrics,,,
Variable: 行人侧,MAE: 1.4103855650090456e-05,RMSE: 2.3268813070040716e-05,R2: 0.907067448489191
Variable: 呼吸高,MAE: 8.39479279715655e-06,RMSE: 1.1772736795735809e-05,R2: 0.901866562150604
Variable: 驾驶员,MAE: 3.688667881335213e-05,RMSE: 4.726597269541239e-05,R2: 0.5487375468748061
,,,
Testing Metrics,,,
Variable: 行人侧,MAE: 1.4806921171568983e-05,RMSE: 2.571691103056986e-05,R2: 0.8608885777622548
Variable: 呼吸高,MAE: 9.756535168980679e-06,RMSE: 1.4545005537972798e-05,R2: 0.828367481623439
Variable: 驾驶员,MAE: 3.538512266884394e-05,RMSE: 4.623028331753438e-05,R2: 0.5588687629594737
