训练集指标,,,
变量: 行人侧,MAE: 1.2965327253051576e-05,RMSE: 2.1023385586548617e-05,R2: 0.92413792611846
变量: 呼吸高,MAE: 7.949601404808157e-06,RMSE: 1.1235338956539487e-05,R2: 0.9106212034945611
变量: 驾驶员,MAE: 3.4827065952506135e-05,RMSE: 4.47340964254811e-05,R2: 0.595787872393513
,,,
测试集指标,,,
变量: 行人侧,MAE: 1.4214131982046414e-05,RMSE: 2.481547316984215e-05,R2: 0.8704700174468604
变量: 呼吸高,MAE: 9.495667328540003e-06,RMSE: 1.455109655417346e-05,R2: 0.828223702325186
变量: 驾驶员,MAE: 3.707182036495607e-05,RMSE: 4.6876243029129674e-05,R2: 0.546455091192003
