训练集指标,,,
变量: 行人侧,MAE: 1.283743021558593e-05,RMSE: 2.124845949129138e-05,R2: 0.891040847418514
变量: 呼吸高,MAE: 8.29868723313586e-06,RMSE: 1.1213605626360679e-05,R2: 0.8688961326362122
变量: 驾驶员,MAE: 3.511011571700552e-05,RMSE: 4.527559397395539e-05,R2: 0.570144142534878
,,,
测试集指标,,,
变量: 行人侧,MAE: 1.4192595865297151e-05,RMSE: 2.672855733470533e-05,R2: 0.8514562229428299
变量: 呼吸高,MAE: 9.776217595005518e-06,RMSE: 1.361626813151155e-05,R2: 0.8397387707002809
变量: 驾驶员,MAE: 3.806158239937857e-05,RMSE: 4.87918257538943e-05,R2: 0.4983566480335776
